review_id_1,stars_1,pre_cleaned_text_1,review_id_2,stars_2,pre_cleaned_text_2
-PKEC-V7jSRL5JtJvlzzVw,4,"I love this place, great food, awesome atmosphere, reminds me of the Brady Bunch.",sB0zL-iHKdrIHnsx9mAFlw,5,"This place is great!  The food was awesome, the waiter was fabulous and the view is wonderful. I'll be back many times."
TfPfMUAEI89FekvK9fEh1A,2,"Mother's Day brunch. Made reservations so all good.  Friendly greeting and they showed us right to our table.  Steak and eggs, pancakes, omelet.  All very very good.  The food here really is excellent.  Weekend Bloody Mary bar, smaller than others but still. Nice for the price and they have different mixes of spiciness.  Outstanding coffee , as always. 

The problem is the service.  Our server was Lauren who is absolutely in the wrong job for her skills. It I think this may be the height of her capabilities.  No silverware on the table.  She didn't notice and I had to get up and ask for it.  She had no intuitive abilities as to what should normally accompany food items.  Her demeanor and personality were also very flat. Almost a forced cordiality because she was being forced to serve us.  What would otherwise be a fantastic five star meal was made uncomfortable by her incompetence as a server.  I really wish Blondie's would pay attention to the job their servers are doing.  So much about this place I like.  But the service is literally there worst on Wash Ave. we may give them another try, just so many other options that we can walk to.",2nrA4SzsZ53fOzwpTQFZ8g,4,"Mother's Day brunch. Made reservations so all good.  Friendly greeting and they showed us right to our table.  Steak and eggs, pancakes, omelet.  All very very good.  The food here really is excellent.  Weekend Bloody Mary bar, smaller than others but still. Nice for the price and they have different mixes of spiciness.  Outstanding coffee , as always. 

The problem is the service.  Our server was Lauren who is absolutely in the wrong job for her skills. It I think this may be the height of her capabilities.  No silverware on the table.  She didn't notice and I had to get up and ask for it.  She had no intuitive abilities as to what should normally accompany food items.  Her demeanor and personality were also very flat. Almost a forced cordiality because she was being forced to serve us.  What would otherwise be a fantastic five star meal was made uncomfortable by her incompetence as a server.  I really wish Blondie's would pay attention to the job their servers are doing.  So much about this place I like.  But the service is literally there worst on Wash Ave. we may give them another try, just so many other options that we can walk to.  

Update:  based on several messages from neighbors who frequent this place, I think we may have had a one-off experience. We will give it another try. 

Further update: we've been back several times and both the service and food have been excellent.  We've recently moved to a plant-based diet and they are very accommodating with the menu. Particularly like the black bean burger (no cheese) and the juju veggie sandwich.  The fruit side is a nice option"
NCuFD3_pnCh5FWYSVvL9CA,5,"Jen did a wonderful job with the flowers at my wedding. I had several attendees tell me that they would steal a centerpiece from someone else if they didn't get one! We had a ton of compliments on how beautiful they turned out. 
Jen was very professional and responded quickly to any of our questions. She was very thorough In the planning process and made sure it all turned out perfectly day of. I will definitely be giving her a call again for her services should we need more in the future. 
I would highly recommend her to anyone looking for flower services.",Fk9iTz8Ss_l_97u86-e4EA,5,Jen did a wonderful job with the flowers at my wedding. I had several attendees tell me that they would steal a centerpiece from someone else if they didn't get one! We had a ton of compliments on how beautiful they turned out. Jen was very professional and responded quickly to any of our questions. I will definitely be giving her a call again for her services should we need more in the future.
Ix7bhuy9lmEB6AsHmpiiDA,5,Love this place. The sandwiches are delicious and the pastries are well worth fighting the crowds.,e7A7_dvyolIcSuSAWK6FVg,5,Love this place! I have only had the opportunity to visit once but it was fantastic! No sushi will ever compare. There was a wait but it was well worth it.
Ix7bhuy9lmEB6AsHmpiiDA,5,Love this place. The sandwiches are delicious and the pastries are well worth fighting the crowds.,sGuIY7221QX_JWn2rNJ2AA,5,"i love this place.  It's inexpensive, comfortable, and super friendly.  It is by no means posh, but the employees seem genuinely happy and they have always done a wonderful job with my problem feet.  The big guy gives a killer massage.  well worth it."
Ix7bhuy9lmEB6AsHmpiiDA,5,Love this place. The sandwiches are delicious and the pastries are well worth fighting the crowds.,QaCOtjO_4cyYVh8GD-TLVQ,5,"I love this place. Always great food and quick service. It can be a little pricey, but well worth it. They use high quality ingredients. Would recommend to anyone. They also have a great selection of beer."
Ix7bhuy9lmEB6AsHmpiiDA,5,Love this place. The sandwiches are delicious and the pastries are well worth fighting the crowds.,HpX3ZmwieZHr09OWro6Vrw,5,Love this place. It is well worth the wait. The environment is great - people enjoy getting a cut here. I have been with 3 different barbers so far and all have been great. Highly recommend this spot if you're looking for a trust worthy cut.
T6d5zTrwB6w6ajSJLQE5VQ,4,The chocolate malt shakes here taste really good! My daughter and I both actually got a headache right as we were done drinking the shake. It was pretty sweet but tasty. The ladies running the place were sweet but a bit slow. Kids liked taking pictures at this location but was not my favorite,4abK364bZjo-XaQbCuQIsA,3,The chocolate malt shakes here taste really good! My daughter and I both actually got a headache right as we were done drinking the shake. It was pretty sweet but tasty. The ladies running the place were sweet but a bit slow. Kids liked taking pictures at this location but was not my favorite
58btOpid2uqBI-tT0YWX4g,1,"Stood in line (2nd in line) for 20 minutes one guy in front of me waiting on the cashier , the cashier was just standing there smiling taking the sweetest time ever possible I could have gotten to a log john silvers in Texas before he pressed a button on the register. The food was poorly made thrown on a plate and served after another 20 minutes of waiting. I could have went to the gulf and caught my own fish to filet them myself quicker than they threw  this ""fast food"" together. Fish wasn't the same as the LJS in goodlettsville before it shut down. The one in goodlettsville was the best one ever! There should be more of the around. Captain d's is a joke compared to LJS!",v0yPLEpTMUpIdxkr2eu1EA,1,"Stood in line (2nd in line) for 20 minutes one guy in front of me waiting on the cashier , the cashier was just standing there smiling taking the sweetest time ever possible I could have gotten to a log john silvers in Texas before he pressed a button on the register. The food was poorly made thrown on a plate and served after another 20 minutes of waiting. I could have went to the gulf and caught my own fish to filet them myself quicker than they threw  this ""fast food"" together. Fish wasn't the same as the LJS in goodlettsville before it shut down. The one in goodlettsville was the best one ever! There should be more of the around. Captain d's is a joke compared to LJS! 

8-16-17  , came back to try it out, same guy at the register taking his time to give me 3 dollars back, out of tartar sauce, fish is dry, how is this place still in business?, where is the GM for this place?.. they need new employees and tartar sauce."
iyucBQ1XJk1K_XtVNKaujw,4,"Fantastic snowballs with custom flavors that you'll be comparing to any snowball you get anywhere else! The only reason they're missing a star is because the hours have changed. Hours are Wednesday-Sunday from 2:00 to 8:00pm. These hours were not decided upon with the customer in mind, but hey, who's getting a snowball before 12 anyway?",kw0_5bRNAOCp4s_JrGZCPw,4,Fantastic snowballs with custom flavors that you'll be comparing to any snowball you get anywhere else! The only reason they're missing a star is because the hours have changed. Hours are Wednesday-Sunday from 2:00 to 8:00pm. These hours were not decided upon with the businessperson in mind.
EMx47KtdJRD33CzYx11Zuw,5,"Called in an order for a large group with a variety of requests; was not dissappointed. Everything was correct, the price is great, and the food is fantastic. 

Crab Benedict caught my eye initially. Served on a croissant with Cajun hollindaise sauce it was everything I hoped and dreamed. Crab cake with real crab and minimal breading like it should be, egg was perfectly poached with a great texture and runny yolk, sauce was perfect. 2 eggs on 2 halves of the croissant, picked it up like a sandwich. Chose grits for my side and was not disappointed, though I did look longingly at the fruit side which was cut up banana and strawberry(not the normal melon crap)

Everybody really enjoyed their food, even the chick who got a veggie sandwich. I definitely plan on ordering from here again.

Note to self: try the turkey fig

Edit: came back again the next day and did the Thai shrimp poboy and it was excellent. Plenty of shrimp, Great flavor on the Cole slaw and chili sauce to give it some kick. Bread was good too. 

Also did a blue chick smoothie. Nice that it had real fruit instead of a mix. More of a slushee though since there didn't seem to be any cream in it. It was okay, but overpriced.",NMcA43JO3zXKIWc3ICrT1Q,5,"Called in an order for a large group with a variety of requests; was not dissappointed. Everything was correct, the price is great, and the food is fantastic. 

Crab Benedict caught my eye initially. Served on a croissant with Cajun hollindaise sauce it was everything I hoped and dreamed. Crab cake with real crab and minimal breading like it should be, egg was perfectly poached with a great texture and runny yolk, sauce was perfect. 2 eggs on 2 halves of the croissant, picked it up like a sandwich. Chose grits for my side and was not disappointed, though I did look longingly at the fruit side which was cut up banana and strawberry(not the normal melon crap)

Everybody really enjoyed their food, even the chick who got a veggie sandwich. I definitely plan on ordering from here again.

Note to self: try the turkey fig"
5epHJP4DQULd99RdHFRL0g,1,"So disappointed! This is probably the worst food I've had in a very long time.  I'd give it no stars, but it won't post without one. I ordered the house potatoes and they were so hard I could not eat them.  The eggs were tasteless and the portions were small. The plate I ordered was suppose to have avocado and I finally did find ""some"" a tiny sliver on the side.  I came with a group of 4 people none of who liked their food.  We had 4 normal meals with coffee & 2 sides the bill came up to $74!!!  We've ordered similar meals at other restaurants and not paid that much.  The customer service was ok. But we all agreed we are NEVER  going back again.  On the bright side a small portions was a plus because less food was wasted- yuck!",UPLr6deYfN6OQNBZIOdDww,1,"So disappointed! This is probably the worst food I've had in a very long time.  I'd give it no stars, but it won't post without one. I ordered the house potatoes and they were so hard I could not eat them.  The eggs were tasteless and the portions were small. The plate I ordered was suppose to have avocado and I finally did find ""some"" a tiny sliver on the side.  I came with a group of 4 people none of who liked their food.  We had 4 normal meals with coffee & 2 sides the bill came up to $74!!!  We've ordered similar meals at other restaurants and not paid that much.  The customer service was ok. But we all agreed we are NEVER  going back again.  On the bright side a small portions was a plus because less food was wasted- yuck!"
hbEFNkBBO_b008AESKfPqg,5,"We tried Livery for the first time tonight and weren't ' disappointed.  We were told a 45 minute and we were seated under that quoted time!  To our surprise, we had a great table on the rooftop which was great on this warm night.  I ordered a sangria and it was good, although it wasn't very sweet, which is my preference. My husband and I both ordered the street corn off the cob, and it was wonderful.  It had chipolte mayo, cilantro and lots of fresh squeezed lime juice.  We both said we wanted a big bowl of this corn!  My husband ordered the pork pastor and I ordered the cheese empanadas.  They were both decadent and we loved them both. My husband thought the pork pastor was meat candy and I agree with him. 

I then tried a passionfruit caipirinha but it wasn't sweet enough for my sweet tooth.  We ordered the tres leche cake with housemade coffee ice cream and it was so good.  Although I'm sure the cake should be very fattening with the tres leche, it didn't taste overly sweet and it was so good.  My husband then wanted to try the churros with caramel sauce and they were unbelievable. We both said we would order the churros as a main course and be perfectly happy!  

The building itself has lots of character and we loved the upstairs patio.  We are already planning our return trip with more friends!",9FFw8F61kqmRB2yUsQa6Xw,5,"We tried Livery for the first time tonight and weren't disappointed.  We were told a 45 minute and we were seated under that quoted time!  To our surprise, we had a great table on the rooftop which was great on this warm night.  I ordered a sangria and it was good, although it wasn't very sweet, which is my preference. My husband and I both ordered the street corn off the cob, and it was wonderful.  It had chipolte mayo, cilantro and lots of fresh squeezed lime juice.  We both said we wanted a big bowl of this corn!  My husband ordered the pork pastor and I ordered the cheese empanadas.  They were both decadent and we loved them both. My husband thought the port pastor was meat candy and I agree with him. 

I then tried a passionfruit caipirinha but it wasn't sweet enough for my sweet tooth.  We ordered the tres leche cake with housemade coffee ice cream and it was so good.  Although I'm sure the cake should be very fattening with the tres leche, it didn't taste overly sweet and it was so good.  My husband then wanted to try the churros with caramel sauce and they were unbelievable. We both said we would order the churros as a main course and be perfectly happy!  

The building itself has lots of character and we loved the upstairs patio.  We are already. Planning our return trip with more friends!"
GmhESFSIf3BULmScNQCWyg,5,"I had my first shrimp and grits here and the next thing I remember, food coma. The shrimp was so juicy and the sauce, whatever it was, I wish I had more. The grit part was creamy and it had this underlying flavor that just made me vacuum my meal. I had a very refreshing and hearty beet, orange, apple, ginger juice and I was feeling good.",jfoaoI_a7-Q5ZzbycFQpOQ,5,"I had my first shrimp and grits here and the next thing I remember, food coma. The shrimp was so juicy and the sauce, whatever it was, I wish I had more. The grit part was creamy and it had this underlying flavor that just made me vacuum my meal. The banana foster was fluffy and sweetness of the rum and syrup gave into my sweet tooth. I had a very refreshing and hearty beet, orange, apple, ginger juice and I was feeling good."
-VW2vgkuJGN0qGdUDfjYVQ,4,The papperdelle butternut squash pasta was amazing. The gulf shrimp had grits fritters That I didn't like much,IT47V7d9GieGDlTdISk0vA,4,The papperdelle butternut squash pasta was amazing. The gulf shrimp had grits fritters That I didn't like much
Z9Oyh07XONpdCKN4WbGVDQ,4,I'm so excited that I don't have to drive into Philly to eat at Sabrina's. The food and servers were great. I think they have gotten better than Green Eggs. The food is always consistent. They picked a great location along many other shopping areas.,ufQua30foRur6HAAqEG2Nw,4,I'm so excited that I don't have to drive into Philly to eat at Sabrina's. The food and servers were great. I think they have gotten better than Green Eggs. The food is always consistent. They picked a great location along many other shopping areas.
VYMRG43nCn3pCBh09CmgiA,4,"Moved over here not too long ago and was worried about the lack of decent pizza places, and wasn't expecting much from Fox's Den after reading the reviews. Ordered a deluxe though and was really surprised at how good it was! It's not going to blow your mind or anything, but this is definitely a better Pizza than you can get from the likes of Dominos or Pizza Hut. Had them a couple of times now and the pizzas were both well made and tasty. Definitely recommend this place for anyone in the area.",InDLjRtpRXdUn-U4_S1VGQ,5,"Moved over here not too long ago and was worried about the lack of decent pizza places, and wasn't expecting much from Fox's Den after reading the reviews. Ordered a deluxe though and was really surprised at how good it was! It's not going to blow your mind or anything, but this is definitely a better Pizza than you can get from the likes of Dominos or Pizza Hut. Had them a couple of times now and the pizzas were both well made and tasty. Definitely recommend this place for anyone in the area."
Eo0b57HpWS0s-QnbG_Vu9Q,1,"So they appreciate my candid feedback. Just so you know, as of today, July 30, 2018, this truck is still on their lot and is now marked at $25,900, more than $2,000 less than what I had offered to pay for it, and a full $4,000 less than their original price of $29,900 that they weasled me around on. Car dealerships and salesman ARE all the same, and they will screw you the first chance they get. If Crown Honda weren't so GREEDY, they would have made a sale at $27,986 and be more than $2,000 better off than they are now.",STKBs36jJjs5Kc0-U4KOkg,1,"So they appreciate my candid feedback. Just do you know, as of today July 30, 2018, is still on their lot and is now marked at $25,900, a full $2,000 less than what I had offered to pay for it, and a full $4,000 less than their original price of $29,900 that they weasled me around on. Car dealerships and salesman ARE all the same, and they will screw you the first chance they get. If Crown Honda weren't so GREEDY, they would have made a sale at $27,986 and be more than $2,000 better off than they are now."
XKb1_1K9WjLso9A0h_vt3A,5,"I will first start by saying that the service here is some of the best I've ever had. Friendly, knowledgable and there for anything you ask for immediately without being over bearing.
Now to the food, we started off with the antipasto, a weekend special, and it was amazing. Prosciutto, mortadella, sharp provolone, stuffed peppers and many other things, marinated in a delicious oil, it was perfect. 
I got the porterhouse steak special next topped with Gorgonzola and an amazing steak sauce. Cooked veggies and mashed potatoes on the side, it was perfectly cooked and everything went perfect with the next thing. My girlfriend got the lasagna which had the best mozzarella cheese I've had, and the sauce was also amazing. 
We got the Tierra massou finally and that was perfect as well. 
Between the perfect food and the great service I would highly recommend this place to anyone.",xxVDUChXlcnkc2XDHyfgBQ,5,"I will first start by saying that the service here is some of the best I've ever had. Friendly, knowledgable and there for anything you ask for immediately without being over bearing.
Now to the food, we started off with the antipasto, a weekend special, and it was amazing. Prosciutto, mortadella, sharp provolone, stuffed peppers and many other thing, marinated in a delicious oil, it was perfect. 
I got the porterhouse steak special next topped with Gorgonzola and an amazing steak sauce. Cooked veggies and mashed potatoes on the side, it was perfectly cooked and everything went perfect with the next thing. My girlfriend got the lasagna which had the best mozzarella cheese I've had, and the sauce was also amazing. 
We got the Tierra massou finally and that was perfect as well. 
Between the perfect food and the great service I would highly recommend this place to anyone."
anklWZvA8QF8uFm9A7pC_w,5,"I had some electrical work done, a new garbage disposal installed and my Pella glass storm door which was locked in the closed position repaired. Lynch Maintenance Service did an amazing job, on time, professional and courteous. I will definitely use them again!",MAgqJipzSUiSkEc4W3JYuQ,5,"I had some electrical work done, a new garbage disposal installed and my Pella glass storm door which was locked in the closed position repaired. Lynch Maintenance Service did an amazing job, on time, professional and courteous. Their prices are wonderful, we will definitely use them again as well recommend them."
KbOZvbb9dPlfmDAn7I7V_w,1,"Unlike other corporate office chains, you can't print from an email. You have to purchase a cd or thumb drive. Sorry, this isn't 2001 guys",MuFhFbYaQz4ZuBXuv1yTPg,1,"Unlike other corporate office chains, you can't print from an email. You have to purchase a cd or thumb drive. Sorry, this isn't 2001 guys"
rRAKIRuafNJdFXoUJ3yvMg,5,"Complete gem in the middle of downtown! Please trust Glen with his own menu that is pasted on how hungry you are and what you don't like. You won't be disappointed! (Also, I'm completely under describing the following.)

Black clod that cuts like butter... ""better than you pork belly"" tapas served with apple brandy reduction, grilled lamb skewer with perfectly paired Harissa and romesco sauces.... the list goes on. 

Oh wait did I forget about the amazing priorat I drank! I guess the food actually made me forget the wine (for half a second)!",BcyBq1qqPJNeYAaHbaQfew,5,"Complete gem in the middle of downtown! Please trust Glen with his own menu that is pasted on how hungry you are and what you don't like. You won't be disappointed! (Also, I'm completely under describing the following.)

Black clod that cuts like butter... ""better than you pork belly"" tapas served with apple brandy reduction, grilled lamb skewer with perfectly paired Harissa and romesco sauces.... the list goes on. 

Oh wait did I forget about the amazing priorat I drank! I guess the food actually made me forget the wine (for half a second)!
.....

1 year later...

""I'll start with a white""
""Dry?""
""Remind me what you don't like to eat""

And done. No ordering needed. Everything was wonderful and pared wonderfully.. No wondering through menus, knowing you will be taken care of and at a reasonable price.  I wish there where more restaurants like this."
SldgrhaviNGP7Tv6wr9zAw,3,"The place has a wow factor once you walk in. The dimmed lighting and wall to wall fish tanks are captivating.

We ordered appetizers and a main course. We skipped lunch and were starving so would have been happy with anything served. 

My first dish was a ceviche and it was not good. It was missing that right amount of sour flavor and tasted like defrosted fish. It did not have the right amount of spices that a good ceviche should have.

My entree was the gluten free mahi mahi dish with risotto. It was good, but nothing to write home about. It was a good hearty meal with decent presentation without any wow factors to it in flavor.

Finally - we ended the meal on a high note. They make this gluten free lava cake out of corn starch that was great. It was nice and soft inside and paired with salted caramel ice cream. I would recommend it even to those who do not follow a gluten free diet. 

Overall - great decor, ok food and a bit pricey for what it is.",T-6buYGlrAO29Y0_RBbZBQ,3,"The place has a wow factor once you walk in. The dimmed lighting and wall to wall fish tanks are captivating.

We ordered appetizers and a main course. We skipped lunch and were starving so would have been happy with anything served. 

My first dish was a ceviche and it was not good. It was missing that right amount of sour flavor and tasted like defrosted fish. It did not have the right amount of spices that a good ceviche should have.

My entree was the gluten free mahi mahi dish with risotto. It was good, but nothing to write home about. It was a good hearty meal with decent presentation without any wow factors to it in flavor.

Finally - we ended the meal on a high note. They make this gluten free lava cake out of corn starch that was great. It was nice and soft inside and paired with salted caramel ice cream. I would defiantly recommend it even to those who do not follow a gluten free diet. 

Overall - great decor, ok food and a bit pricey for what it is."
msHJsmDCzra7L5DgFUIh2w,3,Got greek salad and spicy chicken wrap. Was able to change tortilla style but wish they did half wraps so I could get half salad half wrap. Fairly nice and quick service. Will try three stooges wrap next time. A little more than I wanted to pay for food but that's to be expected with limited serving hours. Food seems as fresh as a chipotle or piada. They did have smoothies and an array of salad dressings. Dessert selection minimal-only had 2 of 6 desserts at noon.,SvDgn_ZiaDh7AHkmONuzCg,4,"Got greek salad and spicy chicken wrap. Was able to change tortilla style but wish they did half wraps so I could get half salad half wrap. Fairly nice and quick service. Will try three stooges wrap next time. A little more than I wanted to pay for food but that's to be expected with limited serving hours. Food seems as fresh as a chipotle or piada. They did have smoothies and an array of salad dressings. Dessert selection minimal-only had 2 of 6 desserts at noon. Wrap was great, but lots of dressing. Salad was fresh and great-veggies like cucumbers, tomatoes and onions very finely chopped. I'll def. be back!"
G8Bf0WYdZDiF0YTUn8IOJA,5,"My Mother in/laws bf brought my husband, daughter, and I here. Awesome service, great atmosphere, delicious food!!! Highly recommend if you are looking for a classy Mexican experience.",G7mLZPkmKioP_5EhGi4ULA,5,Great food... great service .. great atmosphere thank you for letting us enjoy your goodies
G8Bf0WYdZDiF0YTUn8IOJA,5,"My Mother in/laws bf brought my husband, daughter, and I here. Awesome service, great atmosphere, delicious food!!! Highly recommend if you are looking for a classy Mexican experience.",zg49QgQ6URo69sJGR6dZzQ,5,Great food. Very fresh and organic. Great service.  Great atmosphere. Loved everything about it. Highly recommended.
PfDuFcw2uyh480j6Wanp3A,5,Service was a little slow to start but improved. Guacamole dip was very good. We had a large group. Everyone was very pleased with their meal. I had the El Jalisco Special.  It was very good and plenty of food for the next day. The passion fruit margarita was very good also. I would recommend this to anyone looking for a good Mexican restaurant,v6karXp_ILCuulhVB-L0NQ,5,Service was a little slow to start but improved. Guacamole dip was very good. We had a large group. Everyone was very pleased with their meal. I had the El Jalisco Special.  It was very good and plenty of food for the next day. The passion fruit margarita was very good also. I would recommend this to anyone looking for a good Mexican restaurant.
PfDuFcw2uyh480j6Wanp3A,5,Service was a little slow to start but improved. Guacamole dip was very good. We had a large group. Everyone was very pleased with their meal. I had the El Jalisco Special.  It was very good and plenty of food for the next day. The passion fruit margarita was very good also. I would recommend this to anyone looking for a good Mexican restaurant,jhFWOzI1XkXYOFf73RyfQQ,5,Service was a little slow to start but improved. Guacamole dip was very good. We had a large group. Everyone was very pleased with their meal. I had the El Jalisco Special.  It was very good and plenty of food for the next day. The passion fruit margarita was very good also. I would recommend this to anyone looking for a good Mexican restaurant
8CVfXy330UrKVuRxIeAAXg,5,"Made a reservation last week for a party of 30, we were accommodated on the second floor which was nice and roomy. We even had our own bar and the best part that its BYOTEQUILA. The food was fresh and delicious, the staff was friendly and very welcoming. We had some vegetarians in our party and we're very accommodating to their needs. Love you Las Cazuelas. We will definitely book another party there soon.",9eKvXiCQEFrE3ODxNIhFZQ,5,"Made a reservation last week for a party of 30, we were accommodated on the second floor which was nice and roomy. We even had our own bar and the best part that its BYOTEQUILA. The food was fresh and delicious, the staff was friendly and very welcoming. We had some vegetarians in our party and we're very accommodating to their needs. Love you Las Cazuelas. We will definitely book another party there soon."
V16LwWQErk-G7QiQTVB7pg,5,"My husband and I have been going to Tamarindos for 10+ years since it is very near to where we live and serves marvelous food. We love it. The FREE margaritas are terrific, the food is wonderful and we have come to know and Love the sweet staff (which to me is very important). We have just come from their new location in Flourtown and find it cozy and lovely and I know the owner will continue to tweak it as he did his former location.",xXl2Ds0Nx9UgGUGizGFd5g,5,"My husband and I have been going to Tamarindos for 10+ years since it is very near to where we live and serves marvelous food. We love it. The FREE margaritas are terrific, the food is wonderful and we have come to know and Love the sweet staff (which to me is very important). We have just come from their new location in Flourtown and find it cozy and lovely and I know the owner will continue to tweak it as he did his former location."
E5JT1ba8DwF970zXpGzK3Q,1,"The only thing more disgusting than the waiter's scabbed up hands was the food. Everything was cold and the biscuits & gravy arguably tasted worse than dog food. On top of all of this, the bathrooms were so filthy they resemble an underground abortion clinic.",OmzZg4Kiceu1QDEvJwxmuQ,1,"The only thing more disgusting than the waiter's scabbed up hands was the food. Everything was cold and the biscuits & gravy arguably tasted worse than dog food. On top of all of this, the bathrooms were so filthy they resemble an underground abortion clinic. Decent Bloody Marys though."
jl6mAmq85nZdy2yWWgTWvA,4,"Had lunch and drinks there while staying at the Guy Harvey. 

The chicken fajita wrap was very good and my wifes steak tacos were very good. 

But The atmosphere is really cool to have a drink in. 

It was pricey like everything on the resort but friendly staff and quick service. 
It has a nice breeze and you can see the gulf from inside.",UmxZjU3W-aeZ6wQBR_qtuA,4,"Only have had drinks there as the menu looks like nothing special. 

But The atmosphere is really cool to have a drink in. 

It has a nice breeze and you can see the gulf from inside the bar."
e83Oh1TYokZu6HmyK3PnOg,3,"Clearwater is one of the most beautiful places I have visited. We picked pier house 60 due to its great location and affordable rooms. Great size studio room but not great for noise. With the balcony closed you could still hear most of what was happening outside especially the pirate ship and beeping horns. Beds were fairly comfortable and a small but very clean continental breakfast included.

Now why I have only given 3 stars... We went to bed at 10pm our last night tucked in and by 10:30 crazy loud laughter, talking and music from the next room. I had to call at 10:30pm, 12:30am, 1:30am and 2:45am it would get quiet for a min then go right back. Finally fell asleep at 3:45 am and had to wake up for 6:30 to get out for our day. When I spoke with management they confirmed they had a 1 warning policy and we're sorry. No compensation what so ever, and the girl at the desk confirmed it was a bachelorette party. So I got less then three hours of sleep and a sorry. I'm sorry but that is unacceptable! There are plenty of hotels in the area with great and even better views that will get my business, not here!
If your looking for peace and quite you may want a different hotel",BfUN1HHhJmKql9Kafb79rQ,3,"Clearwater is one of the most beautiful places I have visited. We picked pier house 60 due to its great location and affordable rooms. Great size studio room but not great for noise. With the balcony closed you could still hear most of what was happening outside especially the pirate ship and beeping horns. Beds were fairly comfortable and a small but very clean continental breakfast included.

Now why I have only given 3 stars... We went to bed at 10pm our last night tucked in and by 10:30 crazy loud laughter, talking and music from the next room. I had to call at 10:30pm, 12:30am, 1:30am and 2:45am it would get quiet for a min then go right back. Finally fell asleep at 3:45 am and had to wake up for 6:30 to get out for our day. When I spoke with management they confirmed they had a 1 warning policy and we're sorry. No compensation what so ever, and the girl at the desk confirmed it was a bachelorette party. So I got less then three hours of sleep and a sorry. I'm sorry but that is unacceptable! There are plenty of hotels in the area with great and even better views that will get my business, not here!
If your looking for peace and quite you may want a different hotel"
8l4lUdvQB1kyx9ZWj5Ppvg,4,"If you're in town I would stop by this place ! It's a cute place for a nice relaxing evening, or mornings . We try the pork rice and it was great, also the strawberry personal pie was amazing , it was fresh and delicious! Definitely will be going back to try it some other stuff !",t6WDdWuQjTKux5HpD29gJw,5,"It was great, totally reasonably priced and delicious.  I will definitely be going back."
ufQua30foRur6HAAqEG2Nw,4,I'm so excited that I don't have to drive into Philly to eat at Sabrina's. The food and servers were great. I think they have gotten better than Green Eggs. The food is always consistent. They picked a great location along many other shopping areas.,Z9Oyh07XONpdCKN4WbGVDQ,4,I'm so excited that I don't have to drive into Philly to eat at Sabrina's. The food and servers were great. I think they have gotten better than Green Eggs. The food is always consistent. They picked a great location along many other shopping areas.
cvx8Dx1g-j0lfSMD_PgFjQ,5,"Just experienced probably the greatest tacos that I've ever tasted. The cashier was wonderful and gave me her recommendations which I followed The fish taco was so fresh and so delicious and complemented by the sauces provided, I literally sat there in a state of amazement. My second taco was the Carnita. Usually braised pork loses its flavor. Here it not only maintained its flavor, it was picked by the spices and accompaniments. Also, the other sauce provided on the table just took this to unbelievable Heights. I highly, highly recommend this restaurant",WD6UeoDv0KpA4H4gqdlMyg,5,"Just experienced probably the greatest tacos that I've ever tasted my tongue, ever. The cashier was wonderful and gave me a recommendations which I complied with. The fish taco was so fresh and so delicious and complemented by the sauces provided, I literally sat there in a state of amazement. My second taco was the Carnita. Usually braised pork loses its flavor. Here it not only maintained its flavor, it was picked by the spices and accompaniments. Also, the other sauce provided on the table just took this to unbelievable Heights. I highly, highly recommend this restaurant"
__3k5W0ozcQxXhmdaNAgIQ,5,I really enjoyed our visit to Sushi Rose! The service was amazing. We sat at a table and didn't have to wait any longer than if we sat up at the sushi bar area. The Ahi was fresh and the flavors were amazing. If it is your birthday and you show I.D. You get AYCE free!,1ahOP8VOdFbC1wLzbV3ZtA,5,I really enjoyed our visit to Sushi Rose! The service was amazing. We sat at a table and didn't have to wait any longer than if we sat up at the sushi bar area. The Ahi was fresh and the flavors were amazing. If it is your birthday and you show I.D. You get AYCE free!
I6vUQV3JGtg0sAnBiriVZA,5,", this is very nice place to show and enjoy and eat, relaxing time it's well worth the money .",LRKri9dM9rsXni9_L6pwnA,5,This was convenient and such an nice place. The workers there are friendly and treated my fiancé and I like we were at home. The food was great clean and I just love the grits.
I6vUQV3JGtg0sAnBiriVZA,5,", this is very nice place to show and enjoy and eat, relaxing time it's well worth the money .",QN3ceIxGLAtSRyPo7pBZHA,5,Very good service and even better good! This is definitely a nice place to enjoy a weekend brunch!
I6vUQV3JGtg0sAnBiriVZA,5,", this is very nice place to show and enjoy and eat, relaxing time it's well worth the money .",Ctp4ojoXLFfaCxT1xxkfsw,5,Nice place and pretty great sticky buns they even have a microwave to make them warm the have assorted cookies and mother's day trays as well
I6vUQV3JGtg0sAnBiriVZA,5,", this is very nice place to show and enjoy and eat, relaxing time it's well worth the money .",43ZkP7_feEQJcSgsnkWyUQ,5,Hung out here a lot post Katrina. Nice place.
I6vUQV3JGtg0sAnBiriVZA,5,", this is very nice place to show and enjoy and eat, relaxing time it's well worth the money .",WxSzERsDKK8BvKCgHdFQfQ,5,I have been here twice now and both times have been quality service. The staff was very professional and nice. The place is immaculate and spacious. I will be back!
